54383740	0	0	0	other
54383741	0	0	0	web
54383742	0	0	0	other
54383743	0	0	0	other
54383744	0	0	0	other
54383745	0	0	0	other
54383746	0	0	0	web
54383747	0	0	0	other
54383748	0	0	0	web
54383749	0	0	0	other
54383750	0	0	0	other
54383751	0	0	0	web
54383752	0	0	0	other
54383753	0	0	0	other
54383755	0	0	0	other
54383756	0	0	0	other
54383757	0	0	0	other
54383759	0	0	0	other
54383760	0	0	0	other
54383761	0	0	0	other
54383762	0	0	0	ios
54383763	0	0	0	other
54383764	0	0	0	other
54383765	0	0	0	other
54383766	0	0	1	web
54383767	0	0	0	other
54383768	0	0	0	web
54383769	0	0	0	other
54383770	0	0	0	other
54383771	0	0	0	other
54383772	0	0	0	other
54383773	0	0	0	other
54383774	0	0	0	other
54383775	0	0	0	web
54383776	7	0	0	other
54383777	0	0	0	other
54383778	0	2	0	win
54383779	0	0	0	other
54383780	0	0	0	other
54383781	0	0	0	other
54383782	0	0	0	other
54383783	0	0	0	other
54383784	0	0	0	other
54383785	4	0	0	other
54383786	1	0	0	other
54383787	0	0	0	web
54383788	0	0	0	web
54383789	0	0	0	web
54383790	0	0	0	other
54383791	0	0	0	web
54383792	0	0	0	other
54383793	0	0	0	other
54383794	0	0	0	other
54383795	0	0	0	other
54383796	0	0	0	web
54383797	0	0	0	other
54383799	0	0	0	other
54383800	0	0	0	other
54383801	0	0	0	other
54383802	0	0	0	other
54383803	0	0	0	other
54383804	0	0	0	other
54383805	0	0	0	other
54383806	0	0	0	web
54383807	0	0	0	other
54383808	0	0	0	other
54383809	0	0	0	other
54383810	0	0	0	other
54383811	0	0	0	other
54383812	0	0	0	web
54383813	0	0	0	other
54383814	0	0	0	web
54383815	0	0	0	other
54383816	0	0	0	other
54383817	0	0	0	other
54383818	0	0	0	other
54383819	0	0	0	other
54383820	0	0	0	other
54383821	0	0	0	other
54383823	0	0	2	web
54383824	1	0	0	other
54383825	0	0	0	other
54383826	106	0	0	other
54383827	0	0	0	other
54383828	0	0	0	other
54383829	0	0	0	other
54383830	0	0	0	other
54383831	0	0	0	other
54383832	0	0	0	other
54383833	0	0	0	other
54383834	0	0	0	web
54383836	0	0	0	other
54383837	2	0	0	other
54383838	0	0	0	other
54383839	0	0	0	web
54383840	0	0	0	android
54383841	0	0	0	other
54383842	0	0	0	web
54383843	0	0	0	win
54383844	0	0	0	win
54383845	0	0	0	web
54383846	0	0	0	other
54383847	0	0	0	other
54383848	0	0	0	other
54383849	0	0	0	other
54383850	0	0	0	other
54383851	0	0	0	other
54383852	0	0	0	other
54383853	0	0	0	other
54383854	0	0	0	other
54383855	0	0	0	other
54383856	0	0	0	web
54383857	0	0	0	other
54383858	0	0	0	other
54383859	0	0	0	android
54383860	0	0	0	other
54383861	0	0	0	other
54383862	0	0	0	web
54383863	0	0	4	web
54383864	1	0	0	other
54383865	0	0	0	other
54383866	0	0	0	web
54383867	0	0	0	other
54383868	0	0	0	other
54383869	0	0	0	other
54383870	1	0	0	other
54383871	0	0	0	other
54383872	0	0	0	other
54383873	0	0	0	other
54383874	0	0	0	other
54383875	0	0	0	other
54383876	0	0	0	web
54383877	1	0	0	other
54383878	0	0	0	other
54383880	2	0	0	web
54383881	0	0	0	other
54383882	0	0	0	ios
54383883	0	0	0	other
54383884	0	0	0	other
54383885	0	0	0	other
54383886	0	0	0	web
54383887	0	0	0	android
54383888	0	0	0	web
54383889	0	0	0	other
54383890	0	0	0	other
54383891	0	0	0	other
54383892	0	0	0	other
54383893	0	0	0	other
54383894	0	0	0	other
54383895	0	0	0	other
54383896	0	0	0	web
54383897	0	0	0	other
54383898	0	0	0	other
54383899	1	0	0	web
54383900	3	0	0	android
54383901	0	0	0	other
54383902	0	0	0	other
54383903	0	0	0	other
54383904	1	0	0	other
54383905	0	0	0	other
54383906	0	0	0	other
54383907	0	0	0	other
54383908	0	0	0	web
54383909	0	0	0	other
54383911	0	0	0	other
54383912	0	0	0	other
54383914	0	0	0	other
54383915	0	0	0	web
54383916	0	0	0	other
54383917	21	9	0	other
54383918	890	0	0	web
54383919	0	0	0	other
54383920	22	0	0	android
54383921	0	0	0	other
54383922	0	0	0	other
54383923	292	0	0	other
54383924	0	0	0	other
54383925	0	0	0	other
54383926	0	0	0	other
54383927	0	0	0	other
54383928	0	0	0	other
54383929	0	0	0	other
54383930	0	0	0	other
54383931	1	0	0	other
54383932	0	0	0	other
54383933	0	0	0	other
54383934	0	0	0	other
54383935	0	0	0	other
54383936	0	0	0	other
54383937	0	0	0	other
54383938	51	27	0	android
54383939	0	0	0	other
54383940	0	0	0	other
54383941	0	0	0	other
54383942	0	0	0	other
54383943	0	0	0	other
54383944	0	0	0	other
54383945	0	0	0	android
54383946	0	0	0	web
54383947	0	0	0	other
54383948	0	0	0	other
54383949	0	0	0	other
54383950	0	0	0	other
54383951	0	0	0	other
54383953	2	0	0	other
54383954	0	0	0	other
54383955	0	0	0	other
54383956	0	0	0	other
54383957	0	0	0	ios
54383958	0	0	0	other
54383960	0	0	0	other
54383961	0	0	0	other
54383962	0	0	0	other
54383963	0	0	0	other
54383964	0	0	0	other
54383965	0	0	0	other
54383966	0	0	0	other
54383967	0	0	0	android
54383968	0	0	0	other
54383969	0	0	0	other
54383970	0	0	0	other
54383971	0	0	0	other
54383972	0	0	0	other
54383973	1	0	0	other
54383974	0	0	0	android
54383975	0	0	0	other
54383976	0	0	0	other
54383977	0	0	0	other
54383978	1	0	0	other
54383979	0	0	0	web
54383980	0	0	0	web
54383981	0	0	0	other
54383982	0	0	0	other
54383983	77	0	0	other
54383984	0	0	0	other
54383985	0	0	0	other
54383986	0	0	0	other
54383987	0	0	0	other
54383988	0	0	0	other
54383989	1	0	0	other
54383990	0	0	0	other
54383991	0	0	0	other
54383992	0	0	0	other
54383993	0	0	0	other
54383994	48	0	0	android
54383995	0	0	0	other
54383996	0	0	0	other
54383997	0	0	0	other
54383998	0	0	0	other
54383999	0	0	0	other
54384000	0	0	0	other
54384001	0	0	0	other
54384003	0	0	0	other
54384004	0	0	0	other
54384005	0	0	0	other
54384006	0	0	0	other
54384007	0	0	0	other
54384008	0	0	0	other
54384009	0	0	0	web
54384010	2	0	0	other
54384011	0	0	0	other
54384012	0	0	0	other
54384013	0	0	0	other
54384014	0	0	0	other
54384015	0	0	0	other
54384016	0	0	0	other
54384017	0	0	0	other
54384018	0	0	0	other
54384019	0	0	0	other
54384020	0	0	0	web
54384021	0	0	0	other
54384022	0	0	0	other
54384023	1	0	0	other
54384024	0	0	0	other
54384025	0	0	0	other
54384026	0	0	0	other
54384027	0	0	0	other
54384028	0	0	0	web
54384029	0	0	0	other
54384030	0	0	0	other
54384031	2	0	0	other
54384032	0	0	0	other
54384033	0	0	0	other
54384034	0	0	0	other
54384035	0	0	0	other
54384037	0	0	0	other
54384038	0	0	0	other
54384039	0	0	0	web
54384042	39	31	0	android
54384043	0	0	0	other
54384044	0	0	0	other
54384045	0	0	0	other
54384046	0	0	0	other
54384047	0	0	0	other
54384048	0	0	0	other
54384049	0	0	0	other
54384050	0	0	0	other
54384051	1	0	0	other
54384052	0	0	0	other
54384053	0	0	0	other
54384054	0	0	0	other
54384055	0	0	0	other
54384056	0	0	0	other
54384057	0	0	0	other
54384058	0	0	0	other
54384059	0	0	0	other
54384060	0	0	0	other
54384061	0	0	0	web
54384062	1	0	0	other
54384063	0	0	0	other
54384064	0	0	0	other
54384065	0	0	0	other
54384066	0	0	0	other
54384067	0	0	0	other
54384068	0	0	0	other
54384069	0	0	0	other
54384070	0	0	0	web
54384071	0	0	0	other
54384072	0	0	0	web
54384073	0	0	0	android
54384074	0	0	0	android
54384075	0	0	0	other
54384076	0	0	0	web
54384077	0	0	0	web
54384078	0	0	0	other
54384080	0	0	0	other
54384081	0	0	0	other
54384082	0	0	0	other
54384083	0	0	0	web
54384084	0	0	0	other
54384085	0	0	0	other
54384086	0	0	0	other
54384087	0	0	0	other
54384089	0	0	0	other
54384090	0	0	0	other
54384091	0	0	0	win
54384092	0	0	0	other
54384095	0	0	0	other
54384096	0	0	0	other
54384097	0	0	0	web
54384098	0	0	0	other
54384099	0	0	0	other
54384100	0	30	31	web
54384101	0	0	0	web
54384102	0	0	0	other
54384103	0	0	0	other
54384104	0	0	0	web
54384105	1	0	0	other
54384106	0	0	0	win
54384107	0	0	0	other
54384108	0	0	0	android
54384109	0	0	0	other
54384110	0	0	0	other
54384111	0	0	0	other
54384112	0	0	0	other
54384113	0	0	0	other
54384114	0	0	0	other
54384115	1	0	0	other
54384116	0	0	0	other
54384117	0	0	0	other
54384118	1	0	0	other
54384119	0	0	0	android
54384120	0	0	0	other
54384121	0	0	0	other
54384122	0	0	0	other
54384123	0	0	0	other
54384124	0	0	0	web
54384125	0	0	0	other
54384126	0	0	0	other
54384127	0	0	0	other
54384128	0	0	0	web
54384129	0	0	0	other
54384130	0	0	0	other
54384132	0	0	0	other
54384133	0	18	0	other
54384134	0	0	0	other
54384135	0	0	0	other
54384136	0	0	0	other
54384137	0	0	0	other
54384138	0	0	0	other
54384139	0	0	0	other
54384140	0	0	0	other
54384141	0	0	0	android
54384142	0	0	0	other
54384143	0	0	0	other
54384144	2	0	0	other
54384145	0	0	0	other
54384146	0	6	0	other
54384147	0	0	0	other
54384148	0	0	0	other
54384149	1	0	0	other
54384150	0	0	0	web
54384151	0	0	0	web
54384152	0	0	0	other
54384153	0	0	0	other
54384154	0	0	0	other
54384155	0	0	0	other
54384156	0	0	0	other
54384157	0	0	9	win
54384158	0	0	0	other
54384159	0	0	0	other
54384160	0	0	0	other
54384162	0	0	0	other
54384163	0	0	0	other
54384164	0	0	0	web
54384165	0	0	0	android
54384166	0	1	7	web
54384167	0	0	0	android
54384168	0	0	0	other
54384169	0	0	0	web
54384171	0	0	0	other
54384172	0	0	0	other
54384173	0	0	0	other
54384174	0	0	0	other
54384175	0	0	0	other
54384176	0	0	0	web
54384177	6009	0	0	other
54384178	0	0	0	other
54384179	0	0	0	other
54384180	0	0	0	web
54384181	0	0	0	other
54384182	0	0	1	web
54384183	0	0	0	web
54384184	0	0	0	other
54384185	0	0	0	other
54384186	0	0	0	other
54384187	0	0	0	other
54384188	0	0	0	other
54384189	0	0	0	other
54384190	0	0	0	other
54384191	0	0	0	other
54384192	0	0	0	other
54384193	0	0	0	web
54384194	0	0	0	other
54384195	0	0	0	other
54384196	0	0	0	other
54384198	0	0	0	other
54384199	0	0	0	other
54384201	0	0	0	web
54384202	0	0	0	other
54384203	0	0	0	other
54384204	1	0	0	other
54384205	0	0	0	other
54384206	0	0	0	other
54384207	0	0	0	other
54384208	0	0	0	other
54384209	0	0	0	other
54384211	0	0	0	web
54384212	0	0	1	other
54384213	0	0	0	other
54384214	0	0	0	other
54384215	0	0	0	web
54384216	0	0	0	web
54384217	51	0	0	web
54384218	0	0	0	other
54384219	0	0	0	other
54384220	0	0	0	other
54384221	0	0	0	other
54384223	0	0	0	other
54384224	0	0	0	other
54384225	0	0	0	web
54384226	0	0	0	other
54384227	0	0	0	other
54384228	0	0	0	web
54384229	0	0	0	other
54384230	0	0	0	other
54384231	0	0	0	web
54384232	0	0	0	other
54384233	0	0	0	other
54384234	0	0	0	other
54384235	0	0	0	other
54384236	0	0	0	other
54384237	0	0	0	android
54384239	0	0	0	android
54384240	0	0	0	web
54384241	90	0	0	android
54384242	0	0	0	other
54384243	0	0	0	web
54384244	0	0	0	other
54384245	1	0	0	other
54384246	0	0	0	other
54384247	0	0	0	android
54384248	0	0	0	other
54384249	0	0	0	other
54384250	0	0	0	other
54384251	0	0	0	other
54384252	25	0	1	android
54384253	0	0	0	other
54384254	0	0	0	other
54384255	0	0	0	other
54384256	0	0	0	web
54384257	48	0	0	other
54384258	0	0	0	android
54384259	0	0	0	other
54384260	0	0	0	other
54384261	0	0	0	other
54384262	0	0	0	android
54384263	0	0	0	web
54384264	0	0	0	other
54384265	0	0	0	other
54384266	0	0	0	other
54384267	0	0	0	other
54384268	0	0	0	other
54384269	0	0	0	other
54384270	0	0	0	web
54384271	0	0	0	web
54384272	0	0	0	android
54384273	0	0	0	other
54384274	1	0	0	other
54384275	0	0	0	other
54384277	0	0	0	other
54384278	9	0	0	android
54384279	0	0	0	other
54384280	0	12	0	other
54384281	0	0	0	other
54384282	0	0	0	other
54384283	0	0	0	other
54384284	0	0	0	other
54384285	0	0	0	other
54384286	0	0	0	other
54384287	0	0	0	other
54384288	0	0	0	other
54384289	0	0	0	other
54384290	0	0	0	other
54384291	0	0	0	other
54384292	0	0	0	other
54384293	0	0	0	other
54384294	0	0	0	other
54384295	0	0	0	other
54384296	0	0	0	web
54384297	0	0	0	other
54384298	0	0	0	other
54384299	0	0	0	other
54384300	0	0	0	android
54384301	1	0	0	other
54384302	0	0	0	other
54384303	1	0	0	other
54384304	5	35	0	other
54384306	0	0	0	other
54384307	0	0	0	web
54384308	1	0	0	other
54384309	0	0	0	other
54384310	0	0	0	android
54384311	0	0	0	other
54384312	0	0	0	ios
54384313	0	0	0	other
54384314	0	0	0	web
54384315	0	0	0	other
54384316	0	0	0	web
54384317	28	0	0	android
54384318	1	0	0	android
54384319	0	0	0	web
54384320	0	0	0	other
54384321	1	0	0	other
54384322	0	0	0	other
54384323	0	0	0	other
54384324	0	0	0	android
54384325	0	0	0	other
54384326	0	0	0	other
54384327	0	0	0	other
54384328	0	0	0	other
54384329	0	0	0	web
54384330	0	0	0	other
