0	2	2	2	54438998	0
0	2	2	2	54446369	0
0	2	2	2	54443797	0
0	2	2	2	54443792	0
0	2	2	2	54443241	0
0	2	2	2	54456087	0
1	53	2	2	54449625	1
1	126	2	2	54448851	1
1	185	2	2	54402366	1
0	2	2	2	54436332	0
0	2	2	2	54436841	0
0	2	2	2	54436330	0
0	2	3	18	54416967	1
0	2	2	2	54399487	0
0	2	2	2	54436847	0
0	2	17	2	54446196	0
0	2	2	2	54422413	0
0	2	2	2	54456084	0
0	2	2	2	54441868	0
0	2	2	2	54450192	0
0	2	2	2	54441867	0
0	2	2	2	54424536	0
0	2	2	2	54402248	0
0	2	2	2	54402718	0
0	2	2	2	54420812	0
0	2	2	2	54402240	0
0	2	2	2	54402717	0
0	2	2	2	54402716	0
0	2	2	2	54443422	0
0	2	2	2	54438196	0
0	2	2	2	54431316	0
0	2	2	2	54428108	0
0	2	2	2	54446145	0
0	2	2	2	54427334	0
0	2	2	2	54438198	0
0	2	2	2	54431318	0
0	2	2	2	54427620	0
0	2	2	2	54460142	0
0	145	2	2	54430210	0
0	2	2	2	54388603	0
0	2	2	2	54397307	0
0	2	2	2	54422670	0
0	2	2	2	54397303	0
0	2	2	2	54413559	0
0	2	2	2	54416078	0
0	2	2	2	54413553	0
0	2	2	2	54397309	0
0	2	2	2	54397308	0
0	2	2	2	54386259	0
0	2	2	2	54430977	0
0	2	2	2	54416313	0
0	2	2	2	54416311	0
0	2	2	2	54416314	0
0	2	2	2	54386250	0
0	2	2	2	54396434	0
0	2	2	2	54414782	0
0	2	2	2	54429930	0
0	2	2	2	54456725	0
0	2	2	2	54396438	0
0	2	2	2	54457059	0
0	2	2	2	54446738	0
1	94	2	2	54391106	1
0	2	2	2	54447099	0
0	2	2	2	54447098	0
0	2	2	2	54414992	0
0	2	2	2	54447093	0
0	2	2	2	54454349	0
0	2	2	2	54447233	0
0	2	2	2	54447546	0
0	2	2	2	54431362	0
0	2	2	2	54409083	0
0	2	2	2	54389421	0
0	2	2	2	54402063	0
0	2	2	2	54424821	0
0	2	2	2	54448571	0
0	2	2	2	54438849	0
0	2	2	2	54424825	0
0	2	2	2	54424827	0
0	2	2	2	54449671	0
0	2	2	2	54431538	0
0	2	2	2	54404710	0
0	2	2	2	54390308	0
0	2	2	2	54451515	0
0	2	2	2	54451517	0
0	2	2	2	54423104	0
0	2	2	2	54390302	0
0	2	2	2	54390303	0
1	2	23	16	54401369	1
0	2	2	2	54390656	0
1	166	2	11	54426030	1
0	2	2	2	54425660	0
0	2	2	2	54415526	0
0	2	11	2	54412728	0
0	2	21	2	54440701	0
0	2	2	2	54431827	0
0	2	2	2	54430512	0
1	26	2	2	54453305	0
0	2	2	2	54411575	0
1	16	47	12	54452557	1
0	2	2	2	54429765	0
0	2	2	2	54450175	0
0	2	2	2	54400656	0
0	2	2	2	54400874	0
0	2	2	2	54455451	0
0	2	2	2	54391305	0
0	2	2	2	54400879	0
0	2	2	2	54391307	0
0	2	2	2	54430445	0
0	2	2	2	54429769	0
0	2	2	2	54391300	0
0	2	2	2	54417809	0
1	112	2	2	54433401	0
0	2	2	2	54417803	0
0	2	2	2	54394823	0
